,assignee_city,assignee_state,assignee_country,assignee_key_id,patent_number,patent_title
2831,Minneapolis,MN,US,4247,11623085,Devices and methods for treatment of tumors using electromagnetic signal
2832,Jacksonville,FL,US,1148,11623086,System and method for therapy
2833,Dallas,TX,US,50955,11623088,Devices and methods for the treatment of substance use disorders
2834,Minneapolis,MN,US,380,11623089,Obstructive and central sleep apnea combination therapy control
2835,Alpharetta,GA,US,13608,11623091,Portable electrical stimulation system and method
2836,Valencia,CA,US,1634,11623095,Methods and systems for interleaving waveforms for electrical stimulation and measurement
2837,Minneapolis,MN,US,380,11623096,Stimulation induced neural response for parameter selection
2838,Valencia,CA,US,1634,11623097,Pulse generator system for promoting desynchronized firing of recruited neural populations
2839,Minneapolis,MN,US,380,11623099,Impingement detection for implantable medical devices
2840,Brooklyn Park,MN,US,30915,11623100,Low profile head-located neurostimulator
2841,Minneapolis,MN,US,380,11623102,Wearable defibrillation apparatus configured to apply a machine learning algorithm
2842,Boston,MA,US,857,11623103,Systems and methods for enhancing platelet biogenesis and extending platelet lifespan with low level light
2843,Royal Oak,MI,US,48870,11623107,Particle arc therapy
2844,Fort Myers,FL,US,150759,11623108,Safety harness motion detector systems and methods for use
2845,Wilson,NC,US,14573,11623110,Clamp for fire and overheat detection system
2846,Hanover,NH,US,4064,11623114,"Remote-sensing, Bluetooth-enabled resistance exercise band"
2847,Lebanon,NH,US,157448,11623114,"Remote-sensing, Bluetooth-enabled resistance exercise band"
2848,Brooklyn,NY,US,204118,11623115,Size-adjustable weight plate accepting training device
2849,Alcoa,TN,US,61030,11623117,Exercise device
2850,Twin Lakes,CA,US,4773,11623118,Exercise machine
2851,Bradenton,FL,US,35574,11623119,Abdominal and core exerciser device
2852,Sleepy Hollow,NY,US,112649,11623120,Systems and methods for measuring and/or analyzing swing information
2853,San Francisco,CA,US,58035,11623121,Using aggregate activity data to generate a grade adjusted pace model
2854,Carlsbad,CA,US,29464,11623122,Functionalized aluminosilicate microspheres for golf ball applications
2855,Phoenix,AZ,US,5836,11623123,Polymeric golf club head with metallic face
2856,Scottsdale,AZ,US,10944,11623124,Golf club heads and methods to manufacture golf club heads
2857,Twin Lakes,CA,US,4773,11623126,System and method for networking fitness machines
2858,Marshall,TX,US,522460,11623127,Systems and methods for electronic targeting or hit/touch detection
2859,Staten Island,NY,US,396048,11623128,Tap method and mobile application for sports data collection
2860,New York,NY,US,59476,11623129,Reflective video display apparatus for interactive training and demonstration and methods of using same
2861,Exeter,NH,US,24985,11623130,Hockey goalkeeper leg pads
2862,Providence,RI,US,79893,11623133,Applying imaging specialty inks to scratch-off documents
2863,Brooks Road,CA,US,249154,11623134,System and method for foosball table implementing playing obstacles
2864,San Francisco,CA,US,3561,11623135,Touchscreen game user interface
2865,Las Vegas,NV,US,367,11623136,Directional wireless communication
2866,Bellevue,WA,US,12220,11623137,Game controller operable in bluetooth low energy (BLE) mode
2867,McNeil,CA,US,114,11623138,Scalable interactive video systems and methods
2868,San Mateo,CA,US,1384,11623140,High-speed save data storage for cloud gaming
2869,San Mateo,CA,US,1384,11623141,Cloud game streaming with client side asset integration
2870,San Mateo,CA,US,1384,11623143,"System, method, and graphical user interface for controlling an application executing on a server"
2871,Redwood City,CA,US,7272,11623145,Anti-peek system for video games
2872,Birmingham,MI,US,267447,11623152,Interaction of fantasy sports with live sports viewing
2873,Rochester Hills,MI,US,281149,11623152,Interaction of fantasy sports with live sports viewing
2874,Grosse Ile Township,MI,US,484253,11623152,Interaction of fantasy sports with live sports viewing
2875,San Mateo,CA,US,1384,11623153,Online video game service with split clients
2876,Orland Park,IL,US,432402,11623162,Unfolding springing amusement apparatus
2877,Apex,NC,US,84605,11623163,Falling film evaporator system and methods
2878,Wilmington,DE,US,456251,11623167,Filter insert and sample vial using the same
2879,Gastonia,NC,US,109502,11623168,Filter element
2880,Columbus,IN,US,1579,11623169,Fuel-water separator systems and methods
2881,Houston,TX,US,12959,11623170,High capacity low restriction diesel generator air filtration system
2882,Minneapolis,MN,US,3438,11623172,Filter cartridge; components thereof; and methods
2883,Santa Rosa,CA,US,507801,11623174,Temperature controlled exhaust steam water filter for coffee roasters
2884,The Woodlands,TX,US,3652,11623176,Nitrogen conservation in polymerization processes
2885,Tampa,FL,US,142894,11623177,Atmospheric water generation systems and methods
2886,San Francisco,CA,US,324074,11623178,Systems and methods for recovering water using a refrigeration system of a water recovery system
2887,Evansdale,FL,US,10315,11623181,Method and apparatus for operating a gas turbine power plant at low load conditions with stack compliant emissions levels
2888,Allandale,FL,US,240690,11623186,Apparatus for controlled release of an erodible solid into a liquid
2889,San Diego,CA,US,46289,11623188,"Spinning vessel systems and methods for mixing, suspending particulates, aliquoting, washing magnetic beads, and concentrating analytes"
2890,Butte,MT,US,80182,11623189,Continuous acoustic mixer
2891,Oakwood Village,OH,US,213605,11623190,System and method for making microspheres and emulsions
2892,Irving,TX,US,201494,11623193,System and method of metastable state mixing
2893,Newtown,CT,US,16309,11623196,Universal chemical processor with radioisotope source
2894,San Jose,CA,US,33487,11623197,Complex modality reactor for materials production and synthesis
2895,Richland,WA,US,792,11623199,Solar thermochemical processing system and method
2896,New York,NY,US,200354,11623201,Variable volume flow reactor
2897,Oakland,CA,US,177,11623205,Method and system for hybrid catalytic biorefining of biomass to methylated furans and depolymerized technical lignin
2898,Farmington,CT,US,2464,11623206,Manganese-cobalt spinel oxide nanowire arrays
2899,Midland,MI,US,1013,11623209,Process for oligomerization
2900,Oakland,CA,US,177,11623211,Template-free tuned light driven photocatalyst and method
2901,Pittsburgh,PA,US,4494,11623212,Ion exchange resin transportation and storage
2902,Burlington,MA,US,21246,11623215,Multiwell plate with variable compression seal
2903,San Francisco,CA,US,40952,11623219,Digital microfluidics apparatuses and methods for manipulating and processing encapsulated droplets
2904,Bethesda,MD,US,10586,11623220,Device for storing and transporting tissue specimens
2905,Reno,NV,US,107396,11623224,System and method for suppressing dust during the collection of heavy minerals
2906,Athens,OH,US,33325,11623227,Hybrid composite discharge electrode for use in an electrostatic precipitator
2907,Gilbert,AZ,US,243475,11623229,Adjustable flow nozzle system
2908,San Diego,CA,US,143586,11623231,Electrostatic fluid delivery system
2909,Minneapolis,MN,US,244,11623233,Handheld texture spray gun with hopper
2910,Minneapolis,MN,US,244,11623234,Portable airless sprayer
2911,Cambridge,MA,US,61059,11623239,Systems and methods for polymer deposition
2912,Carlsbad,CA,US,29464,11623240,Method of manufacturing golf club head with polymer coated face
2913,Santa Monica,CA,US,86578,11623242,Ultrasonic imaging and energy delivery device and method
2914,Santa Monica,CA,US,86578,11623243,Ultrasonic imaging and energy delivery device and method
2915,San Jose,CA,US,3912,11623246,Piezoelectric micromachined ultrasound transducer device with piezoelectric barrier layer
2916,Los Angeles,CA,US,2439,11623248,Focused ultrasound transducer with electrically controllable focal length
2917,Davisburg,MI,US,91664,11623250,Method and system for sorting inspected parts
2918,Arlington,VA,US,197,11623252,Systems including and methods of use of ultrasonic devices
2919,Santa Clara,CA,US,689,11623253,In-situ DC plasma for cleaning pedestal heater
2920,Brookfield,WI,US,567,11623254,Pipeline inspection device
2921,Wareham,MA,US,100613,11623256,Devices and techniques relating to landfill gas extraction
2922,Carson,CA,US,81142,11623265,Power swage tool
2923,Wakefield,MA,US,469,11623273,System and method for making a structured material
2924,Cloverdale,CA,US,143890,11623278,Expeditionary additive manufacturing (ExAM) system and method
2925,Charlotte,NC,US,2091,11623279,Recoaters with gas flow management
2926,Latrobe,PA,US,7779,11623287,Rotary cutting tool
2927,Farmington,CT,US,712,11623290,Method of machining gas turbine engine components
2928,Santa Fe Springs,CA,US,2516,11623292,Real time resistance monitoring of an arc welding circuit
2929,Santa Fe Springs,CA,US,2516,11623294,Methods and systems using a smart torch with positional tracking in robotic welding
2930,North Bethesda,MD,US,347,11623295,Ruggedized casing for a portable welding system
2931,Hayward,CA,US,103358,11623305,Autonomous laser treatment system for agricultural objects
2932,Turlock,CA,US,134853,11623309,Lock and pin combination for cold working cracks
2933,New Orleans,LA,US,151524,11623312,Method and apparatus for removing or reinstalling riser pipes of a riser bundle
2934,Garden Grove,CA,US,277723,11623313,Jig for firearm lower receiver manufacture
2935,Lexington,KY,US,428,11623316,Testbed device for use in predictive modelling of manufacturing processes
2936,Wilmington,DE,US,1290,11623319,"Machine for finishing a work piece, and having a highly controllable treatment tool"
2937,Santa Clara,CA,US,689,11623320,Polishing head with membrane position control
2938,Santa Clara,CA,US,689,11623321,Polishing head retaining ring tilting moment control
2939,Okabena,MN,US,368,11623324,Polymer bond abrasive articles and methods of making them
2940,New Richmond,IN,US,311727,11623325,Rotary brush
2941,Branford,CT,US,77679,11623328,Multi-pump hand tool
2942,Burnsville,MN,US,65014,11623329,Multi-tool
2943,Portland,OR,US,11930,11623334,Tool having one or more rotatable tool members
2944,Davidson,NC,US,29401,11623336,Impact tool with vibration isolation
2945,Middleton,WI,US,8880,11623338,"Universal handle, grooming or hair collection tools, and methods of use"
2946,Seattle,WA,US,206,11623339,Portable robotic manipulation systems
2947,Bentonville,AR,US,900,11623342,Configurable service isolation zones for service of equipment employing mobile robots
2948,Butler,PA,US,37225,11623344,System and method for autonomously defining regions of interest for a container
2949,Boston,MA,US,159448,11623346,Configuration of robots in multi-robot operational environment
2950,Austin,TX,US,148755,11623348,Torsional series elastic actuator
2951,Dearborn,MI,US,217,11623349,Systems and methods for gas detection within vehicles
2952,York,PA,US,175956,11623352,Automated bag gripping device
2953,Waltham,MA,US,76544,11623356,"Dynamic, interactive signaling of safety-related conditions in a monitored environment"
2954,Sandwich,MA,US,441660,11623357,Shaving device
2955,Middleton,WI,US,13004,11623358,Sheath assembly mechanism
2956,Arlington,VA,US,197,11623361,"Automated fiber placement (AFP) cutter blade assemblies, AFP cutter systems including the same, and associated methods"
2957,Indianapolis,IN,US,2883,11623366,Tooling inserts for ceramic matrix composites
2958,Eagle Rock,VA,US,380621,11623367,Methods and systems for crystallizing tacky materials using a tumbler
2959,San Jose,CA,US,1149,11623368,Methods for thermal forming an object
2960,Berkeley,CA,US,30975,11623370,Method for composite flow molding
2961,Ann Arbor,MI,US,333,11623372,Monolithic thermocasting of polymer mixtures for architectural applications
2962,Waltham,MA,US,20851,11623377,Dialyzer manufacturing tool
2963,Hamilton,OH,US,23777,11623378,Real time material and velocity control in a molding system
2964,Brooks Road,CA,US,36047,11623380,Concrete dowel placement system and method of making the same
2965,Madison,WI,US,284,11623381,Sub-critical gas-assisted processing of a polymer blend
2966,Spring,TX,US,287,11623388,Additive manufacturing methods for printing tamper evident security structures with horizontal and vertical serpentine patterns
2967,Burlington,MA,US,17216,11623389,Multi-directional binder jetting additive manufacturing
2968,Dearborn,MI,US,217,11623390,"Method of assembly for 3D printed vehicle architecture, joints"
2969,Coeur d'Alene,ID,US,3908,11623393,"System, print head, and compactor for continuously manufacturing composite structure"
2970,Coeur d'Alene,ID,US,3908,11623394,"System, print head, and compactor for continuously manufacturing composite structure"
2971,Oak Ridge,TN,US,11231,11623395,Penetrating and actuating nozzle for extrusion-based 3D printing
2972,Austin,TX,US,846,11623396,System and method for roll-to-roll film tensioning for reduced separation force during bottom-up stereolithography
